Item_Weight,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Item_Outlet_Sales
,0.048738407,152.8682,1985,Medium,5031.4506
20.75,0,149.4734,1987,High,2969.468
17.6,0.010031539,161.5552,1987,High,1787.0072
5.175,0.03736783,86.9224,1987,High,255.6672
17.85,0.087604647,196.9794,1999,Medium,1560.6352
8.93,0.028461453,152.234,1999,Medium,5053.422
,0.034244601,97.2726,1985,Medium,1957.452
,0.014232071,100.9332,1985,Medium,1743.0644
11.6,0.038578846,56.1272,1999,Medium,671.1264
15.85,0.108036187,57.3904,2009,Medium,703.0848
10.5,0.013572808,143.2154,2007,,1559.9694
16.7,0.06082402,98.7384,1987,High,1773.6912
17.6,0.074345142,230.901,1987,High,4364.319
18.25,0.075501241,123.1046,2009,Medium,249.0092
21.1,0.16216286,62.2168,2009,Medium,383.5008
15.25,0.061434045,130.9968,2009,Medium,2348.9424
14.35,0.017073332,109.5228,2002,,1657.842
,0.118806857,248.8434,1985,Medium,6705.2718
5.885,0.092694107,53.6982,1987,High,1525.3478
,0.005561538,224.0062,1985,Medium,3837.0054
19.7,0.024635077,84.1592,1987,High,1073.2696
11.5,0.126313413,100.6358,2007,,2010.716
16.5,0.066383907,180.4292,2002,,2189.1504
15.15,0.066279832,147.876,1999,Medium,4540.756
15.7,0,112.4544,1987,High,1230.3984
11.6,0.038736838,55.8272,2007,,1454.1072
12.85,0.098910759,37.6164,1987,High,308.9312
15,0.049178998,65.6168,2002,,639.168
11,0.057011062,241.9512,1987,High,2908.2144
5.88,0.003589104,155.5998,1987,High,1691.7978
7.825,0,253.4698,2007,,6849.0846
,0.043690499,60.2194,1985,Medium,1733.7432
10.695,0.10154201,173.7712,1998,,175.7712
,0.025164132,152.6024,1985,Medium,6072.096
13.6,0.119077255,231.23,1987,High,2330.3
8.06,0.021497594,230.3326,2007,,1386.1956
,0.025702129,262.6226,1985,Medium,7136.7102
7.105,0.075000682,61.0562,1998,,296.281
18.6,0.118419683,58.3588,2002,,1545.9876
17.85,0.052471995,123.7072,2007,,2450.144
13.1,0.020853376,117.4782,1987,High,1906.8512
11.3,0.047791878,180.766,1999,Medium,5033.448
13.3,0.02136022,120.4124,2009,Medium,1777.686
15.2,0.103988736,177.0054,2002,,3677.2134
20.7,0.114581955,94.3436,2009,Medium,945.436
7.405,0.02556185,89.7146,1998,,182.4292
6.15,0.046459438,100.5384,2009,Medium,1675.1528
8.18,0.082333019,58.1588,1987,High,343.5528
12.15,0.021757269,165.0184,1999,Medium,3302.368
15.85,0.110653377,36.9506,2007,,759.012
18.6,0.065771529,245.7802,1998,,245.6802
12,0,262.3278,2007,,1561.9668
17.1,0,114.686,2009,Medium,1358.232
17.5,0.013658248,256.3304,1999,Medium,6199.9296
16.1,0.034278413,255.2356,1987,High,6867.0612
20.1,0,61.3536,1998,,183.7608
7.55,0.051794958,122.6072,1998,,122.5072
19.25,0.027058066,194.811,1987,High,2749.754
19.6,0.041740902,49.2376,2009,Medium,958.752
14.85,0.035400659,161.9578,2009,Medium,1444.1202
14.65,0.099535996,52.2666,2009,Medium,615.1992
9.3,0.175336471,107.0964,2007,,1472.7496
,0.143319995,237.5222,1985,Medium,7170.666
14.5,0.01950565,163.921,1999,Medium,2446.815
13.5,0.017887238,79.496,1999,Medium,1438.128
,0.096592065,117.4492,1985,Medium,1621.8888
9.5,0.074460855,253.6724,1999,Medium,5033.448
12.85,0.030789914,254.904,2007,,3036.048
14,0.030216783,216.6192,2009,Medium,3020.0688
7.155,0.168527463,33.6874,2002,,1023.3346
17.75,0,108.6912,2009,Medium,1201.1032
18,0.142570104,88.2514,1987,High,1505.3738
7.06,0.043968652,57.6904,1999,Medium,585.904
15.6,0.045076878,241.3854,2002,,2900.2248
,0.030347404,192.5162,1985,Medium,3078.6592
18.2,0.012597384,141.218,1987,High,2936.178
20.5,0.023179181,154.034,1999,Medium,2450.144
8.27,0.128126825,183.6924,1999,Medium,1295.6468
,0.097410707,52.7324,1985,Medium,2492.7552
6.215,0.049902382,225.8062,2007,,3159.8868
20.25,0.014823358,190.7162,2002,,1154.4972
7.895,0.061424738,57.7588,2009,Medium,1145.176
19.35,0.049594299,77.0644,1987,High,2278.3676
8.21,0.045016894,87.6198,2002,,1133.8574
7.3,0.086307051,146.8076,2002,,1330.2684
7.865,0.061154604,165.3526,1999,Medium,1151.1682
20.35,0.024815024,234.0958,1998,,467.3916
16,0.106918052,183.5634,1999,Medium,4725.8484
18,0,158.0604,1999,Medium,3327.6684
18.7,0.105104552,121.7072,2009,Medium,1347.5792
,0.087936752,115.9466,1985,Medium,4124.631
5.655,0.176070535,144.0102,2007,,1749.7224
10.195,0.051871718,35.3558,2009,Medium,237.6906
8.06,0.035780177,230.2326,1998,,693.0978
16.35,0.104463896,227.1062,1998,,225.7062
16.2,0.050442528,190.8162,2002,,2693.8268
19.1,0.177992139,173.1422,2009,Medium,2931.5174
,0,188.1872,1985,Medium,3214.4824
5.48,0.015131684,83.025,1999,Medium,1414.825
6.055,0.031151714,158.7578,1999,Medium,2085.9514
9.6,0.024456797,186.6214,1987,High,3203.1638
6.135,0.192540665,160.2236,1998,,322.2472
8.27,0.127821472,185.9924,1987,High,555.2772
10.195,0.012477512,197.111,1999,Medium,785.644
14,0.028980533,129.531,2009,Medium,2077.296
8.01,0.070356805,36.8532,1999,Medium,755.0172
,0.071806046,186.5924,1985,Medium,5182.5872
13.5,0,88.054,1987,High,1211.756
11.8,0,102.4674,1998,,203.7348
5.78,0.014577695,147.2102,1999,Medium,1895.5326
9,0,55.2614,2009,Medium,552.614
8.395,0,98.7042,1987,High,892.8378
,0.057512481,62.5536,1985,Medium,1592.5936
12.85,0,253.004,2009,Medium,3795.06
8.5,0.098036903,51.5324,1999,Medium,882.8508
14,0,216.9192,2007,,6471.576
9.3,0.042377219,123.7388,2002,,1609.9044
7.26,0.02414202,117.415,1998,,466.06
18.7,0.057771828,85.3566,2009,Medium,591.8962
16,0.057292529,224.3404,2009,Medium,4500.808
8.895,0.124610886,113.1544,1987,High,4250.4672
11.1,0.010663189,82.3908,2002,,1342.2528
18.85,0.091237452,128.9336,2009,Medium,1278.336
7.905,0.064325351,230.2694,2009,Medium,3197.1716
12.6,0.041641933,121.1072,2002,,980.0576
16,0.173462841,157.6972,2009,Medium,2960.1468
,0.087421738,154.463,1985,Medium,2972.797
13.35,0.038744606,239.3564,2007,,3098.6332
20.1,0.124910635,109.6228,1998,,110.5228
8.185,0.046673494,48.4692,2009,Medium,591.2304
9.195,0.048134591,107.7622,1999,Medium,529.311
19.1,0.038720852,210.8586,2009,Medium,6331.758
12.85,0.12241394,42.9428,2007,,703.0848
11.15,0.032321608,165.6526,2002,,1315.6208
9.8,0.026139404,216.785,2002,,1947.465
,0.144338493,172.108,1985,Medium,4327.7
12,0.034166609,181.2976,2007,,5070.7328
16.7,0.03858813,144.6102,1999,Medium,3353.6346
19.35,0.016705436,120.8098,2007,,3374.2744
19.2,0.058893461,178.9318,1998,,180.4318
,0.050256161,150.9024,1985,Medium,4857.6768
16.75,0.12961476,86.1856,2007,,1406.1696
17.1,0.054612768,150.2392,1998,,596.5568
13,0.030150193,61.422,2002,,539.298
7.17,0.059849153,129.4968,2002,,3392.9168
19.85,0.034942397,61.9194,1998,,123.8388
4.615,0.102038294,231.93,2002,,2563.33
7.63,0.135258515,47.2402,2009,Medium,918.804
8.39,0.120396991,163.4868,1987,High,4586.0304
5.175,0.030527166,33.5874,2007,,635.1732
16,0.099053537,212.6902,1987,High,637.1706
,0.030288215,256.7672,1985,Medium,4346.3424
,0.073562475,217.6482,1985,Medium,3285.723
9.5,0.048883854,185.7898,2009,Medium,2619.2572
10.895,0.035893143,131.3284,2009,Medium,1318.284
19.85,0.045855273,127.102,2009,Medium,1771.028
6.385,0.14032811,109.1596,1998,,107.8596
11.65,0.019402371,38.7164,1999,Medium,579.246
17.7,0.042716709,163.221,2007,,1794.331
9.1,0.081794766,173.6054,1999,Medium,700.4216
15.5,0.125942816,176.0028,2002,,1239.7196
16.35,0,127.902,2007,,2150.534
10.695,0.011472001,75.2038,2009,Medium,517.3266
16.6,0.103146658,117.2466,1999,Medium,2239.0854
13.15,0.166032929,170.8764,2009,Medium,2233.0932
11.5,0.04224015,194.982,2007,,3089.312
,0.072317217,160.792,1985,Medium,3675.216
,0.139484292,94.312,1985,Medium,2516.724
19.2,0.085296625,153.4314,2009,Medium,1861.5768
,0.080649685,189.9846,1985,Medium,6114.7072
12.5,0.031097948,103.899,1999,Medium,1960.781
21.25,0.016735879,185.2608,1998,,183.7608
,0.134418705,99.67,1985,Medium,2596.62
18.85,0.168266556,195.5136,2009,Medium,1749.7224
11.395,0.021639678,150.1708,1999,Medium,2708.4744
9.3,0.11144608,64.6826,2002,,1097.9042
,0.013956116,222.3746,1985,Medium,5609.365
12.8,0.152377658,108.1938,1998,,428.7752
6.8,0.037465846,47.5034,1987,High,534.6374
,0.020876485,133.7942,1985,Medium,1722.4246
15,0.0268952,220.3456,2002,,1989.4104
19.85,0.081916124,167.6816,2007,,1845.5976
7.85,0.163233667,144.6444,1999,Medium,2467.4548
20.2,0.121748174,96.9752,2009,Medium,1725.7536
11.85,0.132939639,98.0726,2002,,1761.7068
9,0.065194971,177.737,1987,High,2117.244
17.5,0.026248606,255.1356,2009,Medium,3815.034
12.15,0.131921819,246.346,2007,,739.038
11,0,155.263,1999,Medium,625.852
,0.046544984,172.0422,1985,Medium,4828.3816
,0.092241348,75.867,1985,Medium,2450.144
17.5,0.052740763,103.799,2007,,1135.189
,0,119.8124,1985,Medium,1659.1736
10.6,0.056748659,233.6642,1987,High,3950.1914
7.145,0.017822936,161.3578,2002,,1123.2046
,0.017659068,175.9686,1985,Medium,5866.3638
,0.007006883,173.5738,1985,Medium,1216.4166
17.5,0.026195131,252.6356,2002,,2543.356
17.7,0.042542484,161.921,1999,Medium,2120.573
9.5,0,228.4668,1999,Medium,3916.2356
17.7,0.122372504,101.5674,2009,Medium,1629.8784
12.3,0.037148619,116.8834,2007,,2649.2182
6.26,0.052593952,111.0228,1998,,221.0456
17.7,0.012593467,167.6474,2009,Medium,3874.2902
18.25,0.012325122,162.8894,2009,Medium,647.1576
5.8,0.131489269,89.7172,2009,Medium,1605.9096
14.5,0.064224789,262.7594,2007,,7064.8038
18.25,0.060589424,162.5526,2007,,986.7156
12.85,0.022649893,179.3318,2002,,1263.0226
7.575,0.055476238,196.8768,1999,Medium,1182.4608
9.21,0.008757492,120.8414,1987,High,2071.3038
11.3,0.007273831,196.6426,1987,High,5141.3076
13.6,0.043743689,157.7946,2002,,1104.5622
20.85,0.062477955,87.2514,2009,Medium,1505.3738
,0.026740767,261.291,1985,Medium,5522.811
15.75,0.140821917,252.9382,1999,Medium,2775.7202
16.5,0.068403271,101.999,2009,Medium,619.194
20.5,0.02312394,154.634,1987,High,2297.01
17.6,0.047449835,118.1782,2009,Medium,2621.9204
8.775,0.110359004,42.7428,2009,Medium,790.9704
18.2,0,44.1086,2002,,1115.215
8.975,0.009051307,103.099,1987,High,309.597
,0.160722863,65.7168,1985,Medium,2237.088
9.6,0.03625493,141.0154,1987,High,2694.4926
8.185,0.064824502,116.0808,1998,,234.3616
14.75,0.033024328,236.6906,2009,Medium,3089.9778
20.5,0.143574191,37.219,2002,,476.047
14.65,0.099333217,51.3666,2002,,1076.5986
19.2,0.12475207,90.9488,2007,,633.8416
5.945,0.093170838,127.3652,1999,Medium,1549.9824
10.895,0.009676286,122.873,2007,,3448.844
,0.05436436,63.8168,1985,Medium,958.752
13.65,0.031573246,99.47,2009,Medium,299.61
15.7,0.055943697,150.6024,1987,High,2428.8384
19.35,0.066831682,163.8868,1998,,327.5736
16,0.065165046,79.3986,1999,Medium,856.8846
6.965,0,159.4604,1987,High,3169.208
11.395,0.069728296,233.9616,2002,,1406.1696
7.5,0.09660879,56.9588,2002,,744.3644
6.115,0.007038478,189.253,1987,High,3605.307
14.8,0.043982464,110.657,2002,,2966.139
15.5,0.086184647,50.9692,2009,Medium,394.1536
,0.034286109,173.1422,1985,Medium,5000.8238
19.2,0.100482186,111.8886,2009,Medium,1667.829
16.25,0.049051717,152.4682,1999,Medium,2439.4912
19.85,0.005230786,265.1884,1987,High,5034.7796
,0.009534758,64.551,1985,Medium,1201.769
19.85,0.05410964,195.0768,1999,Medium,1970.768
17.6,0.058209079,153.6314,2002,,5274.4676
6.215,0.083056555,224.4062,1998,,225.7062
15.1,0.020015391,128.831,2009,Medium,1817.634
13.35,0.102426197,230.6352,1987,High,5725.88
9.5,0.048761223,186.5898,1999,Medium,5238.5144
19.85,0.008762556,266.6884,1998,,264.9884
13.35,0.139669224,147.6392,1999,Medium,1938.8096
18.85,0.137972993,158.4578,2007,,1444.1202
20.2,0.121940099,95.3752,2007,,1150.5024
5.88,0.024926013,149.9392,1999,Medium,1491.392
,0.039031927,95.641,1985,Medium,1737.738
15.85,0.13727,94.4094,2007,,1904.188
5.985,0.095989602,127.3678,2002,,508.6712
18.85,0.142443405,170.4132,2007,,4396.9432
18.85,0.137410256,161.7578,1999,Medium,1604.578
7.51,0.104400238,113.5544,2007,,894.8352
17.6,0.015750947,182.5976,2009,Medium,1629.8784
8.97,0.092937216,54.6956,1987,High,764.3384
7.22,0.03828933,64.751,1987,High,126.502
8.71,0.121936216,94.4778,2007,,2628.5784
17.7,0.135646297,186.0924,2009,Medium,3516.7556
15.85,0.069240685,217.5166,2002,,653.1498
6.055,0.03127929,160.3578,2007,,2406.867
,0.08186804,46.8034,1985,Medium,1069.2748
19.25,0.034753686,141.5496,1999,Medium,1976.0944
16.5,0.028476451,91.0146,2002,,1368.219
7.865,0.061183503,164.5526,2002,,1644.526
10.6,0.035247642,84.7224,1999,Medium,1619.2256
,0.02974207,88.9514,1985,Medium,3453.5046
14.5,0.058918844,169.7448,1999,Medium,3238.4512
7.235,0.076791671,116.4492,1987,High,2316.984
,0.078589629,113.286,1985,Medium,2716.464
10.895,0.027032204,106.328,2007,,852.224
5.635,0.172856719,148.205,1998,,449.415
10.65,0.085617517,229.3668,2007,,2303.668
15.1,0.127334766,88.283,1998,,89.883
13.35,0.014656564,208.5638,2002,,2277.7018
12.15,0.037864854,63.0826,1987,High,322.913
13.65,0.036016619,186.3924,1999,Medium,1295.6468
20.75,0.12953868,240.288,1999,Medium,2396.88
19.1,0.038531668,210.6586,1987,High,5487.5236
17.25,0,171.5764,2002,,4637.9628
,0.112119359,123.0388,1985,Medium,1981.4208
,0,45.9402,1985,Medium,872.8638
10.195,0.041907414,43.8428,1987,High,175.7712
16.6,0.027556247,176.6344,1987,High,1962.7784
17.6,0.076058484,111.8202,1987,High,2025.3636
13.65,0.080804019,261.1936,2002,,2348.9424
10.6,0.056884225,231.9642,1999,Medium,3020.7346
10.8,0.050000257,243.9144,2007,,4655.2736
8.895,0,232.9616,2002,,2812.3392
7.63,0.225476528,45.1402,1998,,45.9402
6.55,0.034800079,157.5288,2007,,1571.288
16.85,0.139301634,144.976,1987,High,2783.044
,0.025612348,168.2474,1985,Medium,3200.5006
7.235,0.077290355,116.9492,2007,,2316.984
13.85,0.094265737,233.93,1998,,233.03
18.1,0.022380952,93.6094,1987,High,476.047
18.6,0.01575657,153.1366,1987,High,3173.8686
6.615,0.156307983,196.3426,1998,,790.9704
15.6,0.195688803,77.367,1998,,153.134
18.85,0.13747519,158.6578,2002,,3369.6138
,0.03100078,177.0054,1985,Medium,2101.2648
10.65,0.085308611,230.2668,2002,,5759.17
13.8,0.097457483,55.393,2009,Medium,1018.674
9.6,0.029619203,43.6086,1987,High,624.5204
14.6,0.150872868,47.5692,2002,,1379.5376
6.67,0.09031453,130.5626,2009,Medium,1180.4634
17.75,0.111209003,107.7912,1987,High,982.7208
20.2,0.121153331,97.3752,1987,High,958.752
10.85,0.163160327,107.4622,2007,,1693.7952
20.25,0.148163564,232.7616,1999,Medium,1874.8928
,0.028281197,90.2146,1985,Medium,3648.584
6.115,0.011437302,92.4488,2007,,1358.232
19.35,0.109667698,166.0816,1998,,671.1264
21.35,0.130127365,96.2094,1998,,190.4188
19.5,0.082483516,179.2002,1987,High,2865.6032
6.67,0.124126756,88.9514,2007,,2125.2336
12.3,0.009425158,74.838,1999,Medium,1537.998
16.1,0.024999711,97.841,2002,,1255.033
17.35,0.020676141,80.6618,2007,,1208.427
15.35,0.02346559,35.219,1998,,36.619
13.15,0.024630755,178.2686,1987,High,2666.529
17.75,0.073349552,34.2216,1987,High,934.7832
,0.055648052,100.3016,1985,Medium,2833.6448
6.96,0.077129323,92.7146,1987,High,1733.0774
17.85,0.087824967,196.0794,2009,Medium,1755.7146
5.095,0.130031207,142.4838,2009,Medium,561.9352
5.73,0.045334098,87.0882,1987,High,1803.6522
7.5,0.096333029,57.8588,1987,High,1145.176
7.855,0.073858923,218.6482,1987,High,3723.8194
12.15,0.132952286,37.6506,1998,,37.9506
9.6,0.086145867,258.362,1998,,259.662
18.85,0.0520115,190.3846,1987,High,3630.6074
12.15,0.071440118,182.295,1998,,549.285
19.6,0.03395415,56.4614,1999,Medium,773.6596
,0.020769677,117.5782,1985,Medium,2741.0986
7.97,0.057667173,172.1422,1998,,517.3266
17.25,0.037155206,166.4526,1987,High,3782.4098
9.1,0.080417724,48.8718,1999,Medium,425.4462
,0.102226474,91.312,1985,Medium,3075.996
,0.178210285,95.7752,1985,Medium,3930.8832
14.5,0.06904249,41.4454,1998,,41.9454
17.75,0.067607749,188.024,1999,Medium,2796.36
7.145,0.017887474,160.6578,2007,,1765.0358
8.985,0.184440421,99.67,2007,,3295.71
16.35,0.091074449,196.811,2007,,3338.987
9.5,0.041951439,32.49,1999,Medium,865.54
5.78,0.074087369,264.9568,1987,High,6855.0768
8.05,0,257.5646,1987,High,5153.292
6.75,0.108679906,95.6752,2009,Medium,1246.3776
16.6,0.136500981,173.3422,2007,,4138.6128
6.095,0.081361288,141.9154,2002,,2694.4926
15.1,0,197.211,1998,,196.411
19.35,0.018591464,112.9544,1999,Medium,1342.2528
11.3,0.066952965,192.0478,2009,Medium,3099.9648
10.8,0.029107004,240.5222,2007,,4541.4218
19.7,0,194.411,1999,Medium,5106.686
10.5,0.117149075,164.121,2009,Medium,1794.331
7.655,0.031994534,114.3492,1999,Medium,1853.5872
8.235,0.08276363,146.5076,2009,Medium,1625.8836
19.35,0.021490911,122.1098,1999,Medium,2892.2352
9.5,0.058835928,170.2448,1998,,170.4448
5.305,0.07871639,183.5608,1998,,551.2824
9.8,0.013869809,47.406,2002,,978.726
17.6,0.049267759,113.0176,2009,Medium,2862.94
14.3,0.12826315,83.4224,2007,,681.7792
10.3,0.02494708,172.3422,2002,,5690.5926
15.1,0.157154813,62.2194,1998,,185.7582
6.03,0.022832115,176.7028,2007,,1416.8224
20,0.028180789,46.8744,2002,,905.488
15.2,0.162462044,117.6492,1998,,347.5476
,0.017466284,45.4718,1985,Medium,1323.6104
,0.031073804,157.5604,1985,Medium,5704.5744
8.85,0.113302223,125.1388,2007,,1114.5492
19.1,0.045400017,38.8138,2002,,690.4346
17,0.126958147,125.8362,2007,,2516.724
20.85,0.02137305,103.3306,2002,,522.653
,0,255.7988,1985,Medium,9251.9568
7.035,0,263.291,1998,,525.982
4.785,0.09297084,122.0098,2009,Medium,2048.6666
,0.088839949,254.2672,1985,Medium,10993.6896
17.25,0.209600084,40.348,1998,,39.948
9.3,0.033505804,153.4314,2002,,2482.1024
17.25,0.072986772,78.8986,2002,,1635.8706
17.85,0.024961677,153.1998,2007,,3383.5956
,0.092433518,101.6674,1985,Medium,1426.1436
18.85,0.09079168,127.1336,1987,High,3579.3408
10,0.045928229,138.118,1999,Medium,1957.452
16.6,0.135620265,172.9422,1987,High,2931.5174
5.82,0.134975628,170.579,1998,,509.337
18.25,0.076125668,214.0218,2002,,2564.6616
19.7,0.067039526,178.337,1999,Medium,1411.496
6.865,0.014021626,127.1652,2002,,1291.652
11.35,0.023358738,184.4608,1999,Medium,4042.7376
,0.111777297,124.6046,1985,Medium,2863.6058
15.35,0.01404119,38.419,1999,Medium,476.047
13.65,0.04917754,151.805,1987,High,2696.49
15.2,0.020280476,49.1034,1998,,194.4136
6.38,0.031962866,178.0344,2002,,535.3032
,0.054376275,56.293,1985,Medium,2546.685
6.905,0.063850971,97.2726,1998,,195.7452
,0.134441765,183.9924,1985,Medium,6478.234
15.7,0.03067808,44.777,1987,High,605.878
,0.136701678,182.1608,1985,Medium,5880.3456
,0.074806196,112.9176,1985,Medium,3435.528
12.15,0.006754117,122.173,1987,High,2586.633
13.35,0,238.7564,2009,Medium,1906.8512
17.35,0.041538713,93.1804,1999,Medium,1378.206
9.1,0.055382616,115.0518,1987,High,683.1108
19.2,0.005583951,226.9062,1987,High,4514.124
8.895,0.075757177,233.8616,2009,Medium,937.4464
19.75,0.012467648,188.1872,1999,Medium,2458.1336
10.895,0.137368051,264.3568,2009,Medium,4745.8224
,0.092933158,91.0146,1985,Medium,3466.1548
10.3,0.117593973,154.463,2007,,2503.408
19.1,0.026018497,148.2418,2007,,3089.9778
4.555,0.034410585,111.3544,1999,Medium,1342.2528
,0.02426524,114.0492,1985,Medium,3938.8728
16.2,0.176175402,184.0608,2007,,2021.3688
8.975,0.088257771,84.1224,1998,,170.4448
21.1,0.020750867,128.7994,1999,Medium,1927.491
17.75,0.111527348,110.2912,2002,,873.5296
12.8,0.114318263,142.2838,2009,Medium,421.4514
6.905,0.038363204,98.1726,2007,,587.2356
10.195,0.245483691,141.8838,1998,,280.9676
5.785,0.053930934,87.3856,1999,Medium,878.856
,0.018942606,236.0248,1985,Medium,6636.6944
7.96,0.028339599,162.4894,1987,High,1779.6834
5.46,0.107274301,145.5786,2002,,3900.9222
13.35,0.102670882,228.6352,1999,Medium,3435.528
,0.039734882,165.7868,1985,Medium,4913.604
20.75,0.083536989,180.3318,1987,High,4149.9314
6.59,0.026225693,119.0098,1999,Medium,2530.7058
7.55,0.0273235,151.934,2007,,1837.608
20.85,0.03747983,192.7478,2002,,2131.2258
18.85,0.168531813,192.5136,2007,,2916.204
15.2,0.021293909,218.4824,2009,Medium,1528.6768
10.1,0.030269774,152.4656,2002,,2934.8464
8.985,0.183688161,100.27,1999,Medium,998.7
,0.077079177,61.5536,1985,Medium,918.804
19.85,0.026074491,48.6376,2009,Medium,575.2512
21.1,0.010593469,234.2958,1987,High,3739.1328
7.905,0.064011067,230.2694,1987,High,4567.388
6.78,0.085981978,228.4694,2002,,5480.8656
,0.040318693,186.224,1985,Medium,5033.448
15,0.161762835,185.9266,2002,,2581.9724
13.8,0.107469819,77.8012,1998,,227.7036
8.71,0.046079575,43.5744,2002,,407.4696
7.235,0.058083831,113.6834,1987,High,230.3668
18,0.142910689,89.6514,1999,Medium,1859.5794
6.28,0.027682047,85.5198,1987,High,1744.396
14.15,0.09557165,171.0106,2002,,4106.6544
9.8,0.02316823,47.506,1998,,186.424
15.85,0.061045133,44.7744,1987,High,181.0976
10.3,0.011148865,84.854,2002,,778.986
,0.019672774,86.4198,1985,Medium,1918.8356
10.3,0.078678276,177.037,1987,High,3705.177
9.195,0.117667492,159.5578,1999,Medium,1283.6624
12.8,0.069902438,261.3252,2009,Medium,3410.2276
,0.032892112,49.3008,1985,Medium,1518.024
20.2,0.100477461,187.7898,2007,,2245.0776
7.895,0.094488485,100.7332,1987,High,1230.3984
15.75,0.055154296,195.5452,2009,Medium,1174.4712
13.65,0.073060301,196.2426,2002,,2570.6538
13.65,0.080968973,259.7936,2009,Medium,2609.936
12.3,0.106492562,176.3396,1999,Medium,1395.5168
,0.139330557,109.5228,1985,Medium,3426.2068
7.72,0.074669288,76.3986,1987,High,1402.1748
12.1,0.025834128,165.1526,1998,,164.4526
14.85,0.035227697,159.5578,1987,High,2085.9514
16,0.072965144,231.3668,2009,Medium,4607.336
20.5,0.020587886,89.583,1987,High,1797.66
18.25,0.130095044,257.2962,1998,,517.9924
,0.040747616,140.2496,1985,Medium,4093.3384
7.475,0.013146636,214.5192,2002,,2804.3496
12.15,0.02176755,164.6184,2002,,3797.7232
7.97,0,172.0422,2009,Medium,5690.5926
15.25,0.08995645,217.1192,1999,Medium,3235.788
16.35,0.062665642,225.6062,2009,Medium,1579.9434
13.65,0,36.6532,2007,,755.0172
16.25,0.078290271,93.1804,1999,Medium,1194.4452
20.2,0.100095288,125.2678,1998,,127.1678
15,0.046447328,121.5414,1999,Medium,2436.828
,0.030794774,122.9072,1985,Medium,4532.7664
,0.159081735,193.5478,1985,Medium,4649.9472
,0.034705807,241.6828,1985,Medium,4873.656
13,0.154487495,77.2986,2007,,1246.3776
14.65,0.072178679,262.9594,1999,Medium,5233.188
,0.061686402,153.9998,1985,Medium,5229.1932
5.88,0.003599378,152.2998,2002,,3075.996
12.35,0.026832182,57.3246,2007,,1332.2658
9,0.019616991,169.6474,2007,,2526.711
10.395,0.05226427,158.4604,1998,,158.4604
,0.171761077,115.7518,1985,Medium,5351.0346
9.695,0.114170506,158.9604,2002,,1743.0644
16.7,0.038685176,146.6102,2009,Medium,2770.3938
8.85,0.026814124,103.7964,1998,,210.3928
19.35,0.027827268,65.6168,2009,Medium,383.5008
7.72,0.074883035,79.8986,2002,,1090.5804
,0.019412192,166.5474,1985,Medium,4379.6324
,0.105324246,125.7046,1985,Medium,3237.1196
8.895,0.044093978,208.3954,1998,,1041.977
20.2,0.117599259,195.311,2002,,3338.987
17.6,0.104791689,165.2868,1987,High,3111.9492
11.15,0.057021156,106.8622,1999,Medium,2011.3818
,0.026058181,121.9098,1985,Medium,3374.2744
19.6,0.12829573,167.2816,2002,,2013.3792
10.895,0.03263762,147.7102,2007,,1895.5326
13.85,0.034765901,114.2492,2007,,1853.5872
15.1,0.095696334,159.7604,2007,,2693.8268
12.85,0.022696131,179.9318,2009,Medium,2706.477
16.85,0.267565911,194.1478,1998,,1162.4868
15.5,0.053327763,44.477,1987,High,865.54
21.2,0.071076055,174.837,2007,,5469.547
13,0.099479703,44.906,1999,Medium,652.484
,0.045900448,118.9124,1985,Medium,2844.2976
6.425,0.010454459,115.6808,1999,Medium,1406.1696
,0.172641213,195.111,1985,Medium,5303.097
12,0.075701524,124.6388,2002,,2105.2596
7.535,0.081914677,120.344,1999,Medium,3835.008
7.68,0.071010513,190.9162,1999,Medium,5195.2374
14.7,0.072444983,48.6034,2002,,194.4136
10.3,0.069981909,263.0226,1987,High,6079.4198
13.8,0.06457046,76.2012,2007,,1669.8264
7.785,0.089210159,64.251,2007,,1328.271
13.8,0.097611115,54.893,2007,,679.116
11.8,0.058975504,81.7618,2009,Medium,966.7416
10.5,0.027430696,171.1106,2007,,3593.3226
19.7,0.038815341,124.2362,2002,,1887.543
,0.021618297,167.1184,1985,Medium,2476.776
15.1,0.096491904,134.4942,2009,Medium,1854.9188
16.2,0.033568871,74.9696,2007,,2162.5184
11.3,0.054507422,96.3094,1987,High,666.4658
19.7,0.041974489,108.6912,2007,,2183.824
20.6,0.048207431,188.0556,2007,,2065.3116
9.5,0.041065647,223.5088,2007,,4697.8848
13.5,0.128709014,96.1068,1987,High,1846.9292
7.27,0.046520703,97.7384,1987,High,591.2304
6.86,0.03674399,231.201,2007,,6201.927
14.7,0.072238195,47.5034,1987,High,972.068
,0.034141213,211.9218,1985,Medium,3419.5488
9.195,0.101500374,45.2744,2002,,679.116
14.15,0.042246575,54.2982,1999,Medium,1104.5622
11.8,0.170141787,116.7834,1987,High,2303.668
11.6,0,178.2686,1999,Medium,1955.4546
15,0.058725134,43.6744,2007,,407.4696
7,0,105.628,1999,Medium,1384.864
13.1,0.075695552,168.4158,1999,Medium,1504.0422
11.3,0.007321067,197.7426,2007,,2570.6538
12.3,0.009463757,73.838,2007,,1245.046
10,0.021407511,248.175,1987,High,3495.45
